SampleId	ClusterId	ChainId	SvId	Type	ResolvedType	IsSynthetic	ChrStart	ChrEnd	PosStart	PosEnd	OrientStart	OrientEnd	InfoStart	InfoEnd	Ploidy
5FU-PATIENT2-N-CLONE2	21	1	18	DEL	DEL	false	3	3	82809345	82810100	1	-1	NORMAL	NORMAL	1.2573
5FU-PATIENT2-N-CLONE2	20	3	20	SGL	LINE	false	5	-1	22093905	0	1	0	NORMAL		0.4776
5FU-PATIENT2-N-CLONE2	20	1	21	BND	LINE	false	2	5	156528078	22093907	1	-1	NORMAL	NORMAL	0.0412
5FU-PATIENT2-N-CLONE2	19	0	22	BND	COMPLEX	false	2	5	133038581	71146524	-1	-1	NORMAL	NORMAL	32.3042
5FU-PATIENT2-N-CLONE2	19	1	22	BND	COMPLEX	false	2	5	133038581	71146524	-1	-1	NORMAL	NORMAL	32.3042
5FU-PATIENT2-N-CLONE2	19	0	23	BND	COMPLEX	false	2	5	133038258	71146942	1	1	NORMAL	NORMAL	2.4134
5FU-PATIENT2-N-CLONE2	22	1	24	DEL	DEL	false	6	6	62189432	64122081	1	-1	NORMAL	NORMAL	1.0297
5FU-PATIENT2-N-CLONE2	23	1	25	DEL	DEL	false	6	6	124489297	124489331	1	-1	NORMAL	NORMAL	0.7950
5FU-PATIENT2-N-CLONE2	24	1	26	DEL	DEL	false	8	8	5389660	5390682	1	-1	NORMAL	NORMAL	0.9663
5FU-PATIENT2-N-CLONE2	25	1	27	DEL	DEL	false	8	8	20335781	20337732	1	-1	NORMAL	NORMAL	0.8951
5FU-PATIENT2-N-CLONE2	26	1	28	DEL	DEL	false	8	8	123153594	123153666	1	-1	NORMAL	NORMAL	1.1131
5FU-PATIENT2-N-CLONE2	27	1	29	DEL	DEL	false	8	8	136356414	136356449	1	-1	NORMAL	NORMAL	0.7908
5FU-PATIENT2-N-CLONE2	3	0	30	DUP	COMPLEX	false	9	9	79186720	79186724	-1	1	NORMAL	NORMAL	0.1520
5FU-PATIENT2-N-CLONE2	31	1	32	DUP	DUP	false	9	9	140132821	140134463	-1	1	NORMAL	NORMAL	0.9650
5FU-PATIENT2-N-CLONE2	20	2	33	BND	LINE	false	2	10	156528078	24204085	1	-1	NORMAL	NORMAL	0.0418
5FU-PATIENT2-N-CLONE2	20	4	34	SGL	LINE	false	10	-1	24204099	0	1	0	NORMAL		1.0754
5FU-PATIENT2-N-CLONE2	34	1	35	DEL	DEL	false	10	10	54798620	54798889	1	-1	NORMAL	NORMAL	0.8886
5FU-PATIENT2-N-CLONE2	35	1	36	DEL	DEL	false	10	10	131790977	131791012	1	-1	NORMAL	NORMAL	1.0595
5FU-PATIENT2-N-CLONE2	3	4	37	BND	COMPLEX	false	9	12	79186724	127650683	1	1	NORMAL	NORMAL	0.0850
5FU-PATIENT2-N-CLONE2	3	5	38	BND	COMPLEX	false	1	12	91852655	127651080	-1	1	NORMAL	NORMAL	57.4496
5FU-PATIENT2-N-CLONE2	4	0	41	BND	DEL	true	9	13	120685	55400968	1	1	NORMAL	NORMAL	1.1527
5FU-PATIENT2-N-CLONE2	4	0	42	BND	DEL	true	9	13	120441	55400976	-1	-1	NORMAL	NORMAL	1.1456
5FU-PATIENT2-N-CLONE2	5	0	43	INV	RECIP_INV	false	13	13	108976605	108977309	1	1	NORMAL	NORMAL	1.0217
5FU-PATIENT2-N-CLONE2	5	0	44	INV	RECIP_INV	false	13	13	108977224	108977324	-1	-1	NORMAL	NORMAL	1.0689
5FU-PATIENT2-N-CLONE2	6	1	46	DEL	DEL	false	15	15	25062690	25062732	1	-1	NORMAL	NORMAL	0.7742
5FU-PATIENT2-N-CLONE2	3	0	48	BND	COMPLEX	false	9	17	79186950	31149419	1	-1	NORMAL	NORMAL	12.5483
5FU-PATIENT2-N-CLONE2	3	1	48	BND	COMPLEX	false	9	17	79186950	31149419	1	-1	NORMAL	NORMAL	12.5483
5FU-PATIENT2-N-CLONE2	3	7	49	INF	COMPLEX	false	17	-1	31149419	0	1	0	NORMAL		12.7700
5FU-PATIENT2-N-CLONE2	3	3	50	BND	COMPLEX	false	11	17	85195011	33478113	-1	-1	NORMAL	NORMAL	0.0211
5FU-PATIENT2-N-CLONE2	3	0	51	SGL	COMPLEX	false	17	-1	33478275	0	1	0	NORMAL		30.5121
5FU-PATIENT2-N-CLONE2	3	1	51	SGL	COMPLEX	false	17	-1	33478275	0	1	0	NORMAL		30.5121
5FU-PATIENT2-N-CLONE2	9	1	53	DEL	DEL	false	18	18	51119329	51122487	1	-1	NORMAL	NORMAL	1.1994
5FU-PATIENT2-N-CLONE2	10	1	55	DEL	DEL	false	19	19	32465352	32506764	1	-1	NORMAL	NORMAL	1.0151
5FU-PATIENT2-N-CLONE2	19	3	56	BND	COMPLEX	false	16	19	47539250	36066522	1	-1	NORMAL	NORMAL	0.0419
5FU-PATIENT2-N-CLONE2	19	0	57	BND	COMPLEX	false	2	19	133039246	36066960	1	1	NORMAL	NORMAL	14.3641
5FU-PATIENT2-N-CLONE2	19	1	57	BND	COMPLEX	false	2	19	133039246	36066960	1	1	NORMAL	NORMAL	14.3641
5FU-PATIENT2-N-CLONE2	32	1	58	DEL	DEL	false	20	20	7636329	7640290	1	-1	NORMAL	NORMAL	0.9934
5FU-PATIENT2-N-CLONE2	33	1	59	DEL	DEL	false	20	20	60171468	60171551	1	-1	NORMAL	NORMAL	0.9931
5FU-PATIENT2-N-CLONE2	2	0	60	SGL	LINE	false	22	-1	29065588	0	-1	0	NORMAL		0.4708
5FU-PATIENT2-N-CLONE2	2	0	61	BND	LINE	false	3	22	76022820	29065622	-1	1	NORMAL	NORMAL	0.8940
5FU-PATIENT2-N-CLONE2	28	1	62	DEL	DEL	false	X	X	26093089	26094236	1	-1	NORMAL	NORMAL	1.1336
5FU-PATIENT2-N-CLONE2	29	0	63	INV	RECIP_INV	true	X	X	58156160	58158160	1	1	NORMAL	NORMAL	0.9332
5FU-PATIENT2-N-CLONE2	29	0	64	INV	RECIP_INV	true	X	X	58158201	58162328	-1	-1	NORMAL	NORMAL	0.9574
5FU-PATIENT2-N-CLONE2	29	0	65	DUP	RECIP_INV	true	X	X	58157959	58162949	-1	1	NORMAL	NORMAL	0.9865
5FU-PATIENT2-N-CLONE2	3	6	66	BND	COMPLEX	false	1	X	91853148	108297831	1	1	NORMAL	NORMAL	0.0137
5FU-PATIENT2-N-CLONE2	0	1	69	BND	LOW_VAF	false	18	Y	107115	13469803	-1	-1	NORMAL	NORMAL	0.0330
